# source, target, _graphml_edge_id, bridge, crs, geometry, highway, lanes, length, name, oneway, osmid, ref, simplified, streets_per_node
53,54,0,,,"LINESTRING (-85.25194399999999 31.566187, -85.252318 31.566207, -85.25248999999999 31.566209, -85.252578 31.566235, -85.252623 31.566299, -85.252639 31.566373, -85.25264199999999 31.566518, -85.252636 31.566664, -85.252616 31.566735)",residential,,117.776,,False,7711367,,,
54,53,0,,,"LINESTRING (-85.252616 31.566735, -85.252636 31.566664, -85.25264199999999 31.566518, -85.252639 31.566373, -85.252623 31.566299, -85.252578 31.566235, -85.25248999999999 31.566209, -85.252318 31.566207, -85.25194399999999 31.566187)",residential,,117.77600000000001,,False,7711367,,,
55,56,0,,,,residential,,112.599,,False,7711376,,,
55,127,0,,,,residential,,29.958,Bland Avenue,False,7712388,,,
55,160,0,,,"LINESTRING (-85.255169 31.569326, -85.255174 31.569252, -85.255172 31.569178, -85.255124 31.56911, -85.254518 31.569124, -85.253658 31.569121, -85.253229 31.569113, -85.25314299999999 31.569103, -85.253058 31.569082, -85.25300799999999 31.569026, -85.253052 31.568517, -85.25307599999999 31.568149)",residential,,327.025,Bland Avenue,False,7712388,,,
56,55,0,,,,residential,,112.599,,False,7711376,,,
57,58,0,,,,residential,,45.19,,False,7711378,,,
57,199,0,,,"LINESTRING (-85.243557 31.568337, -85.24359699999999 31.568216, -85.24413199999999 31.568566)",residential,,77.882,Girard Street,False,7712648,,,
57,59,0,,,"LINESTRING (-85.243557 31.568337, -85.243292 31.567899, -85.243077 31.567533)",residential,,100.304,Girard Street,False,7712649,,,
58,57,0,,,,residential,,45.19,,False,7711378,,,
59,60,0,,,"LINESTRING (-85.243077 31.567533, -85.243014 31.56758, -85.242958 31.567636)",residential,,16.113999999999997,,False,7711390,,,
59,61,0,,,"LINESTRING (-85.243077 31.567533, -85.24315799999999 31.567507, -85.243244 31.567509, -85.243414 31.56753, -85.243566 31.567536)",residential,,47.042,Girard Street,False,7712646,,,
59,57,0,,,"LINESTRING (-85.243077 31.567533, -85.243292 31.567899, -85.243557 31.568337)",residential,,100.304,Girard Street,False,7712649,,,
60,59,0,,,"LINESTRING (-85.242958 31.567636, -85.243014 31.56758, -85.243077 31.567533)",residential,,16.113999999999997,,False,7711390,,,
61,197,0,,,,residential,,12.309,Girard Street,False,7712646,,,
61,62,0,,,"LINESTRING (-85.243566 31.567536, -85.24359200000001 31.567466, -85.24363099999999 31.567403, -85.243667 31.567335, -85.24372200000001 31.567194)",residential,,40.900999999999996,,False,7711396,,,
61,59,0,,,"LINESTRING (-85.243566 31.567536, -85.243414 31.56753, -85.243244 31.567509, -85.24315799999999 31.567507, -85.243077 31.567533)",residential,,47.042,Girard Street,False,7712646,,,
62,61,0,,,"LINESTRING (-85.24372200000001 31.567194, -85.243667 31.567335, -85.24363099999999 31.567403, -85.24359200000001 31.567466, -85.243566 31.567536)",residential,,40.901,,False,7711396,,,
62,196,0,,,"LINESTRING (-85.24372200000001 31.567194, -85.243843 31.567203, -85.24400900000001 31.5672)",residential,,27.238,Crawford Street,False,7713869,,,
62,277,0,,,"LINESTRING (-85.24372200000001 31.567194, -85.243332 31.567158, -85.242634 31.567122)",residential,,103.41499999999999,Crawford Street,False,7713869,,,
63,64,0,,,,residential,,53.723,,False,7711422,,,
63,102,0,,,,primary,2,33.2,East Washington Street,False,7713131,AL 10,,
63,65,0,,,"LINESTRING (-85.230363 31.568927, -85.230836 31.568967, -85.231081 31.568992, -85.231601 31.569046, -85.232364 31.569136, -85.232618 31.56917, -85.23312199999999 31.569248, -85.233881 31.569373)",primary,2,337.141,East Washington Street,False,7713131,AL 10,,
64,63,0,,,,residential,,53.723,,False,7711422,,,
65,66,0,,,"LINESTRING (-85.233881 31.569373, -85.23383 31.569635, -85.233817 31.569778, -85.23377600000001 31.570062, -85.23378099999999 31.570135, -85.233814 31.570199, -85.23393900000001 31.570291, -85.234094 31.570352, -85.23425 31.570406, -85.234572 31.570494, -85.23482 31.570544, -85.234989 31.570562, -85.235331 31.570583, -85.23610100000001 31.570656, -85.23644400000001 31.570682, -85.23658 31.570711)",residential,,365.08,,False,7711441,,,
65,246,0,,,"LINESTRING (-85.233881 31.569373, -85.234028 31.569391, -85.234109 31.569408, -85.235957 31.569742, -85.236628 31.569867, -85.23684799999999 31.569902)",primary,2,287.22,East Washington Street,False,7713131,AL 10,,
65,63,0,,,"LINESTRING (-85.233881 31.569373, -85.23312199999999 31.569248, -85.232618 31.56917, -85.232364 31.569136, -85.231601 31.569046, -85.231081 31.568992, -85.230836 31.568967, -85.230363 31.568927)",primary,2,337.141,East Washington Street,False,7713131,AL 10,,
66,65,0,,,"LINESTRING (-85.23658 31.570711, -85.23644400000001 31.570682, -85.23610100000001 31.570656, -85.235331 31.570583, -85.234989 31.570562, -85.23482 31.570544, -85.234572 31.570494, -85.23425 31.570406, -85.234094 31.570352, -85.23393900000001 31.570291, -85.233814 31.570199, -85.23378099999999 31.570135, -85.23377600000001 31.570062, -85.233817 31.569778, -85.23383 31.569635, -85.233881 31.569373)",residential,,365.08000000000004,,False,7711441,,,
66,246,0,,,"LINESTRING (-85.23658 31.570711, -85.236752 31.57016, -85.23684799999999 31.569902)",residential,,93.493,Betty Street,False,7716138,,,
66,334,0,,,"LINESTRING (-85.23658 31.570711, -85.236541 31.570861, -85.23649399999999 31.571005)",residential,,33.704,Betty Street,False,7716138,,,
67,68,0,,,"LINESTRING (-85.24940100000001 31.568793, -85.249645 31.568748, -85.24973 31.568747, -85.250243 31.568768, -85.250384 31.568782)",residential,,93.812,,False,7711445,,,
67,242,0,,,"LINESTRING (-85.24940100000001 31.568793, -85.249501 31.569058, -85.249511 31.569126, -85.24951299999999 31.569198, -85.24950800000001 31.569459)",secondary,,75.606,Doswell Street,False,7714560,AL 95,,
67,280,0,,,"LINESTRING (-85.24940100000001 31.568793, -85.249252 31.568681, -85.249104 31.568576, -85.248588 31.56821)",secondary,,100.68,Columbia Road,False,7716771,AL 95,,
68,215,0,,,,secondary,,77.693,Kirkland Street,False,7712726,SR 27,,
68,67,0,,,"LINESTRING (-85.250384 31.568782, -85.250243 31.568768, -85.24973 31.568747, -85.249645 31.568748, -85.24940100000001 31.568793)",residential,,93.812,,False,7711445,,,
68,214,0,,,"LINESTRING (-85.250384 31.568782, -85.250389 31.568591, -85.250449 31.56738)",secondary,,156.021,Kirkland Street,False,7712726,SR 27,,
69,70,0,,,"LINESTRING (-85.24428899999999 31.572004, -85.244201 31.572243, -85.244169 31.572311, -85.24413 31.572452, -85.24412700000001 31.572524, -85.244142 31.572595, -85.24423 31.572716, -85.244294 31.572762, -85.244365 31.572803, -85.24451500000001 31.572875)",residential,,116.33600000000001,,False,7711448,,,
69,80,0,,,"LINESTRING (-85.24428899999999 31.572004, -85.243939 31.571913, -85.243526 31.571821, -85.243465 31.571775, -85.243469 31.571705, -85.243638 31.57114)",residential,,155.45100000000002,,False,7711526,,,
69,51,0,,,"LINESTRING (-85.24428899999999 31.572004, -85.244406 31.572026, -85.244737 31.572105, -85.244906 31.572133, -85.245417 31.572185, -85.245634 31.57218)",residential,,129.545,North Armory Street,False,7715220,,,
70,69,0,,,"LINESTRING (-85.24451500000001 31.572875, -85.244365 31.572803, -85.244294 31.572762, -85.24423 31.572716, -85.244142 31.572595, -85.24412700000001 31.572524, -85.24413 31.572452, -85.244169 31.572311, -85.244201 31.572243, -85.24428899999999 31.572004)",residential,,116.33600000000001,,False,7711448,,,
71,254,0,,,,primary,2,30.535,East Washington Street,False,107903673,AL 10,,
71,72,0,,,"LINESTRING (-85.26653899999999 31.578259, -85.266605 31.578123, -85.266682 31.577986, -85.266723 31.577924, -85.26679 31.577875)",residential,,49.532000000000004,,False,7711483,,,
71,21,0,,,"LINESTRING (-85.26653899999999 31.578259, -85.266937 31.578488, -85.267276 31.578709, -85.267601 31.578944, -85.267914 31.579193, -85.268519 31.579711, -85.26882500000001 31.579977)",primary,2,289.55,East Washington Street,False,107903673,AL 10,,
72,71,0,,,"LINESTRING (-85.26679 31.577875, -85.266723 31.577924, -85.266682 31.577986, -85.266605 31.578123, -85.26653899999999 31.578259)",residential,,49.532,,False,7711483,,,
73,170,0,,,,primary,2,47.86,,False,163862641,AL 10,,
73,74,0,,,"LINESTRING (-85.220135 31.56741, -85.220191 31.567215, -85.22023799999999 31.567074, -85.220359 31.566642, -85.220403 31.566572, -85.22049 31.56655, -85.22066 31.566577, -85.22082399999999 31.566619, -85.220991 31.566655, -85.22107800000001 31.566679, -85.221125 31.566742, -85.22111599999999 31.566815, -85.221073 31.566956, -85.221036 31.567099, -85.220947 31.567383, -85.220929 31.567454, -85.220887 31.567563)",residential,,265.49199999999996,,False,7711491,,,
73,74,1,,,"LINESTRING (-85.220135 31.56741, -85.220316 31.567451, -85.220887 31.567563)",primary,2,73.256,,False,163862641,AL 10,,
74,73,0,,,"LINESTRING (-85.220887 31.567563, -85.220929 31.567454, -85.220947 31.567383, -85.221036 31.567099, -85.221073 31.566956, -85.22111599999999 31.566815, -85.221125 31.566742, -85.22107800000001 31.566679, -85.220991 31.566655, -85.22082399999999 31.566619, -85.22066 31.566577, -85.22049 31.56655, -85.220403 31.566572, -85.220359 31.566642, -85.22023799999999 31.567074, -85.220191 31.567215, -85.220135 31.56741)",residential,,265.492,,False,7711491,,,
74,73,1,,,"LINESTRING (-85.220887 31.567563, -85.220316 31.567451, -85.220135 31.56741)",primary,2,73.256,,False,163862641,AL 10,,
74,149,0,,,"LINESTRING (-85.220887 31.567563, -85.221408 31.567662, -85.222745 31.567899, -85.223179 31.56798)",primary,2,222.046,East Washington Street,False,7713131,AL 10,,
75,76,0,,,"LINESTRING (-85.27623800000001 31.587975, -85.27631700000001 31.58787, -85.276388 31.587824, -85.276475 31.587805, -85.27657499999999 31.5878)",unclassified,,40.312,,False,7711492,,,
75,23,0,,,"LINESTRING (-85.27623800000001 31.587975, -85.276241 31.588089, -85.27623800000001 31.588236, -85.27623 31.590061)",unclassified,,231.959,Great Southern Boundary,False,7713904,,,
75,172,0,,,"LINESTRING (-85.27623800000001 31.587975, -85.27623699999999 31.587723, -85.276224 31.587432)",unclassified,,60.402,Great Southern Boundary,False,7713904,,,
76,75,0,,,"LINESTRING (-85.27657499999999 31.5878, -85.276475 31.587805, -85.276388 31.587824, -85.27631700000001 31.58787, -85.27623800000001 31.587975)",unclassified,,40.312,,False,7711492,,,
76,49,0,,,"LINESTRING (-85.27657499999999 31.5878, -85.276719 31.587876, -85.277704 31.588327, -85.27813399999999 31.588528)",primary,2,168.428,,False,7712491,AL 10,,
76,172,0,,,"LINESTRING (-85.27657499999999 31.5878, -85.276437 31.587655, -85.276386 31.587594, -85.276224 31.587432)",primary,2,52.745999999999995,,False,7712491,AL 10,,
77,78,0,,,"LINESTRING (-85.24871400000001 31.566137, -85.24888799999999 31.566191, -85.24897199999999 31.566202, -85.249234 31.566213)",residential,,50.45,,False,7711521,,,
77,279,0,,,"LINESTRING (-85.24871400000001 31.566137, -85.24870300000001 31.566275, -85.24870300000001 31.56635, -85.248661 31.567258)",residential,,124.764,Elm Street,False,7713976,,,
77,266,0,,,"LINESTRING (-85.24871400000001 31.566137, -85.248723 31.565904, -85.248786 31.56517, -85.248808 31.565026)",residential,,123.904,Elm Street,False,7713976,,,
78,79,0,,,,residential,,7.681,,False,7711521,,,
78,128,0,,,,residential,,9.591,,False,7711972,,,
78,77,0,,,"LINESTRING (-85.249234 31.566213, -85.24897199999999 31.566202, -85.24888799999999 31.566191, -85.24871400000001 31.566137)",residential,,50.45,,False,7711521,,,
79,78,0,,,,residential,,7.681,,False,7711521,,,
80,69,0,,,"LINESTRING (-85.243638 31.57114, -85.243469 31.571705, -85.243465 31.571775, -85.243526 31.571821, -85.243939 31.571913, -85.24428899999999 31.572004)",residential,,155.45100000000002,,False,7711526,,,
80,247,0,,,"LINESTRING (-85.243638 31.57114, -85.24458300000001 31.57131, -85.24491999999999 31.571363, -85.245262 31.571405, -85.245689 31.571436)",primary,2,197.3,East Washington Street,False,7713131,AL 10,,
80,246,0,,,"LINESTRING (-85.243638 31.57114, -85.24342 31.571107, -85.24339000000001 31.571101, -85.24292 31.57101, -85.24216300000001 31.570878, -85.241615 31.570776, -85.240906 31.570645, -85.24040100000001 31.570557, -85.239395 31.57037, -85.23864 31.570234, -85.238141 31.570141, -85.237467 31.570019, -85.236966 31.569927, -85.23684799999999 31.569902)",primary,2,657.8649999999999,East Washington Street,False,7713131,AL 10,,
81,33,0,,,"LINESTRING (-85.27145 31.581204, -85.271664 31.580884, -85.27186399999999 31.580638)",residential,,74.226,,False,7711585,,,
81,95,0,,,"LINESTRING (-85.27145 31.581204, -85.27126800000001 31.580916, -85.27091900000001 31.580546, -85.270645 31.580248, -85.270404 31.580052)",residential,,162.80200000000002,,False,7711716,,,
81,97,0,,,"LINESTRING (-85.27145 31.581204, -85.27158900000001 31.581424, -85.271976 31.581536, -85.272193 31.581456, -85.27273099999999 31.58127)",residential,,143.896,,False,7711716,,,
82,33,0,,,"LINESTRING (-85.27373799999999 31.580638, -85.272881 31.580546, -85.272186 31.580684, -85.27186399999999 31.580638)",residential,,180.35199999999998,,False,7711585,,,
83,268,0,,,"LINESTRING (-85.278781 31.588518, -85.27933400000001 31.585984, -85.27957600000001 31.584904, -85.279668 31.584471, -85.279963 31.583143)",trunk,2,608.0730000000001,,True,385169185,US 431,,
84,174,0,,,,primary,2,29.577,,False,136667248,AL 10,,
84,88,0,,,,primary,2,10.161,,False,136667252,AL 10,,
84,83,0,,,"LINESTRING (-85.278994 31.588916, -85.278863 31.588701, -85.278837 31.588636, -85.278781 31.588518)",primary_link,,48.724,,True,7711604,,,
85,86,0,,,"LINESTRING (-85.275683 31.552003, -85.275643 31.551907, -85.275561 31.551778, -85.275515 31.551699, -85.275469 31.551618, -85.275401 31.55144)",residential,,68.268,,False,7711608,,,
85,134,0,,,"LINESTRING (-85.275683 31.552003, -85.275391 31.552087, -85.2749 31.552218, -85.274654 31.552279, -85.273921 31.552481, -85.273678 31.552552, -85.273436 31.55263, -85.273258 31.552682)",secondary,,241.918,,False,7714648,SR 27,,
85,125,0,,,"LINESTRING (-85.275683 31.552003, -85.276026 31.551919, -85.276291 31.551846)",secondary,,60.207,,False,7714648,SR 27,,
86,85,0,,,"LINESTRING (-85.275401 31.55144, -85.275469 31.551618, -85.275515 31.551699, -85.275561 31.551778, -85.275643 31.551907, -85.275683 31.552003)",residential,,68.268,,False,7711608,,,
87,174,0,,,,trunk,2,41.978,,True,7714065,US 431,,
87,88,0,,,"LINESTRING (-85.278637 31.589161, -85.27874199999999 31.589071, -85.27884899999999 31.589013, -85.278971 31.588974, -85.27908600000001 31.588963)",primary_link,,49.426,,True,7711670,,,
88,84,0,,,,primary,2,10.161,,False,136667252,AL 10,,
89,49,0,,,,primary,2,9.855,,False,136667249,AL 10,,
89,173,0,,,,primary,2,25.452,,False,136667250,AL 10,,
89,90,0,,,"LINESTRING (-85.278228 31.588566, -85.278267 31.588714, -85.27830299999999 31.588817, -85.27837 31.589086)",primary_link,,59.393,,True,7711672,,,
90,4,0,,,,trunk,2,15.87,,True,136667269,US 431,,
91,92,0,,,"LINESTRING (-85.288668 31.571293, -85.28861000000001 31.571221, -85.288544 31.571174, -85.28846799999999 31.571142, -85.288386 31.571123, -85.288219 31.571103, -85.287622 31.571074, -85.28711 31.571046, -85.28676900000001 31.571033, -85.28642600000001 31.571011, -85.2862909 31.5710073, -85.28617300000001 31.571004)",residential,,244.08,,False,7711683,,,
91,224,0,,,"LINESTRING (-85.288668 31.571293, -85.288663 31.571463, -85.288633 31.572049, -85.288594 31.572485, -85.28855799999999 31.57307, -85.288539 31.573215, -85.288487 31.573351, -85.288421 31.573397, -85.288341 31.573413, -85.28791699999999 31.5734, -85.2873282 31.5733793, -85.286722 31.573358, -85.28612200000001 31.573346, -85.286036 31.573347, -85.28569299999999 31.573338, -85.285608 31.573322, -85.28551899999999 31.573273)",residential,,515.1800000000001,Ind Road,False,7716520,,,
92,91,0,,,"LINESTRING (-85.28617300000001 31.571004, -85.2862909 31.5710073, -85.28642600000001 31.571011, -85.28676900000001 31.571033, -85.28711 31.571046, -85.287622 31.571074, -85.288219 31.571103, -85.288386 31.571123, -85.28846799999999 31.571142, -85.288544 31.571174, -85.28861000000001 31.571221, -85.288668 31.571293)",residential,,244.08,,False,7711683,,,
92,224,0,,,"LINESTRING (-85.28617300000001 31.571004, -85.286135 31.571459, -85.286096 31.571749, -85.28607 31.571894, -85.28603699999999 31.572038, -85.28598 31.572252, -85.28593600000001 31.572394, -85.285828 31.572672, -85.28566600000001 31.573013, -85.28551899999999 31.573273)",residential,,262.093,County Road 45,False,7712785,,,
92,101,0,,,"LINESTRING (-85.28617300000001 31.571004, -85.2861822 31.5708859, -85.28627400000001 31.569711, -85.286317 31.56917)",residential,,204.387,County Road 45,False,7712785,,,
93,96,0,,,,primary,2,360.704,East Washington Street,False,107903673,AL 10,,
93,94,0,,,"LINESTRING (-85.271773 31.58254, -85.271935 31.582425, -85.272128 31.582278, -85.272312 31.582126, -85.272372 31.582072)",residential,,77.046,,False,7711709,,,
93,171,0,,,"LINESTRING (-85.271773 31.58254, -85.274218 31.584663, -85.27451499999999 31.584925, -85.27512 31.585446, -85.27540999999999 31.585717, -85.27566400000001 31.586014, -85.275755 31.58614, -85.275836 31.586268, -85.275937 31.58641)",primary,2,585.41,East Washington Street,False,107903673,AL 10,,
94,93,0,,,"LINESTRING (-85.272372 31.582072, -85.272312 31.582126, -85.272128 31.582278, -85.271935 31.582425, -85.271773 31.58254)",residential,,77.04599999999999,,False,7711709,,,
95,22,0,,,,residential,,21.627,,False,7711713,,,
95,32,0,,,,residential,,37.503,,False,7711713,,,
95,81,0,,,"LINESTRING (-85.270404 31.580052, -85.270645 31.580248, -85.27091900000001 31.580546, -85.27126800000001 31.580916, -85.27145 31.581204)",residential,,162.80200000000002,,False,7711716,,,
96,93,0,,,,primary,2,360.704,East Washington Street,False,107903673,AL 10,,
96,21,0,,,,primary,2,38.3,East Washington Street,False,107903673,AL 10,,
96,22,0,,,"LINESTRING (-85.269108 31.580223, -85.26945600000001 31.580063, -85.270179 31.580019)",residential,,106.12299999999999,,False,7711713,,,
